11075499	0.8
12216479	0.7
16889920	1.0
19484033	0.733333333333
20659243	0.6
20841624	0.6
27122921	0.6
30954324	0.4
30960064	0.4
31041748	0.4
31787148	0.6
31842759	0.68
32091580	0.571428571429
32175836	0.571428571429
32527620	0.6
32840614	0.4
32887999	0.633333333333
33101474	0.7
33270561	0.6
33384371	0.6
33663352	0.542857142857
33827460	0.4
33854160	0.7
34723350	0.8
34864948	1.0
35002805	0.72
35142313	0.7
35273096	0.583333333333
35275754	0.65
35435541	0.6
35814459	0.8
36077263	0.466666666667
36099574	0.5
36216661	0.714285714286
36406175	0.6
36666548	0.8
36759610	0.5
36792073	0.8
36806798	0.6
36851940	0.6
36909744	0.9
37008384	0.55
37175473	0.6
37225358	0.466666666667
37275192	0.7
37298088	0.6
37328891	0.6
6833057	0.65
8627160	1.0
_worker_id	0.0
